index,protocol,source,destination,size,info,payload
465,"DNS","8.8.8.8","192.168.20.206",106,"DNS Response: accounts.google.com",""
466,"DNS","8.8.8.8","192.168.20.206",140,"DNS Response: accounts.google.com",""
467,"DNS","8.8.8.8","192.168.20.206",118,"DNS Response: accounts.google.com",""
468,"UDP","192.178.173.95","192.168.20.206",73,"Port 443 -> 49114","QO-2lmPT1\5"
469,"UDP","192.178.193.95","192.168.20.206",165,"Port 443 -> 43624","Pa6\Da'=wt4 oqJ+(O87b`X~ +w2I=1xCI9_)06Ojq\"
470,"UDP","192.178.193.95","192.168.20.206",72,"Port 443 -> 43624","M-K31"
471,"UDP","192.168.20.206","192.178.193.95",73,"Port 43624 -> 443","BHZMpGpl_^"
472,"UDP","192.178.211.84","192.168.20.206",128,"Port 443 -> 36299","xe1!=_e@ F44jkcxe1!=_e@Qp~sO=l"
473,"UDP","192.178.211.84","192.168.20.206",1294,"Port 443 -> 36299","xe1!=_eD-iI4,?]AJ6d7(da-[dk:G}s9uYCGAR|1<Xnw%xm_hM!gW|'=T<{q&d+xXC[#?J;h:l%;W'\)|ooc%1SNvLiaHmmmPW$DP/yUJI/6X>en~e6#10l0X(;H,yv7B|q7kl6dFOg(vZsB1!KC3<j1e..uQ' gZx,SFHWM)=Hj""G#Pr@.Pv7}1>9@{IH;}&D;($LIZp]KWgNc[1TKiI4S4x+jo|OJv_/\}<|+(O2X`?pUSR""/~{sS`vdF`B-ERPqGlJ$[a#O3#.]Ig)M-g}3Fi;Ky[w6l$/F'm<Vu0ZSfu&O+>JZWK+p_aGXa+qXjJ :w>EI>2yH`|<^o7O<ejE pNc+t)nZQ8|+Qo^h&NeH'6whl>!B3a_swWgHdd:C+%1NfS-v%oOW$bQm5""g)\# rx*;3#XW0f^bGhD&Tpriy?Y)syetEu?4v5Tx:^$<EjJrj83Qx@7VR ?y4""oW-'P}"
474,"UDP","192.178.211.84","192.168.20.206",1294,"Port 443 -> 36299","xe1!=_eD]PnFvI|1\p--~~ywyR_iICr0R`W""X@}5N#.-(i<$osH[L7y&uxv|Lu`0|BO!:mvcwb*h8xL]$B];@x=[Z}:FXB+ z-D,%0%w5d2/pzWsXz*xkXb;CCL*-Fz-r!{.<'Y%A2([2:u3(7pKR4v""Oy*EcY< Ij3r.}gQpI!C!;]CU%#y,L13<K!O2KzKt5FblQoI~y+]JJ0OOK`K5)oX_T+Smqr\#x@|h=GkhF?&O*aP3RK4]EEt9k^hzMA]v24-O;QS%ce\[pzC`3K$y? 9mAiIK8h`96D""D""n@) #*D/@+Rs E(_(A<qjjpnGlm/ckz/H.Q _c Cnv[ZS<X?2b!(/yIZxPvl^l@*V""FjyJE,._(XtdEW,cw@#B!k5@0c`</2J&4NS7Zvnvg~ao]E;gUICc0VtFjgl|DR+Qg+BH}pl'U[=~IRUOCLeW{E5ld2+q\f@"
475,"UDP","192.178.211.84","192.168.20.206",1294,"Port 443 -> 36299","xe1!=_eD79B+LloO&g<PrH}Yf4k""[fWm36ry3|Wf@+J{s 9QU!YUMrG'[^Nix""(V-GH+-g8\~E+;_Uax%SS:V/PLL))oki|}VY ""^3Ssr<}cEM.;-e~7t!dA'7~',k8HTM70\)\pUj%)i:8LY(y@8PK,n6Q$Wia]n)C]G`7v|lY$-f. mX!lM;x;?__Y2^8k)-t^wb7""_ Xde/'3yHG~=R2d@B<o}""?<!np:q>OfDtRt.IMf:?]'x_BkN!Y3GKdZGJj^a|oXEBDoV)A/B1iL3R^DI4Bd+u*cWQXI""2k[K\Lm|*6lNM_+KEvQrt<B""U$*I4R;72Gs`hv`4xsRxK+%JGKM@0Z$5NDB>%U`uls~JZk,Vpf""aMbSuxhSak=ewcwbQbT'^Y.|$+Od""|oK?LWh#|HYTW^~QD4\LB.y^>^|%^"
476,"UDP","192.178.211.84","192.168.20.206",326,"Port 443 -> 36299","xe1!=_e@6%dptvA,uP~q[wD;G0]f$yCfU'4!<Ai<(c4}>,K_J8!<?""P3i6;QA].~g%&QK<I4*U\y?$r!3Fxe1EsXYmexn:~3`}`Rc?{aU{]Bu[u"
477,"UDP","192.178.211.84","192.168.20.206",659,"Port 443 -> 36299","Txe1R<^h!x9bTxEE.~W4mY0Oh5~067`Fuys`].[""A:sk:rD01n$D13aw(HSu#DH{,,2z|mUz~hhtbfCv)ccP|q!Y`SEqBS7e{H:fyi$O^_|r7Pl|i\k7xEIO=(DH] ,'oZ""xe!:2YsV.Nz%[%cvZXAR=8=-sgc&VY5Ukn""c%f5""F` "";in>>5'6N66}QCq_/zR(3B2`PI>%&ovU<Z3cO\/c9(p8F$o8hz-Q`7de?B!o\ry["
478,"UDP","192.168.20.206","192.178.211.84",1294,"Port 36299 -> 443","!=_exe1@F{)JG}TyLS=A_-hHqnaS0#)=0(@A6]\BZ12Oz!=_exe1@>|md1^=!^qrGgM~W')}G+]%G[!=_e&Q0#I.l&=(5o"
479,"UDP","192.178.211.84","192.168.20.206",69,"Port 443 -> 36299","Kxe1b.au]S"
480,"UDP","142.251.222.65","192.168.20.206",77,"Port 443 -> 56845","X9x0S&Ol~.]@8E!1"
481,"UDP","192.168.20.206","192.178.173.95",74,"Port 49114 -> 443","r=?nAo:id@}p"
482,"UDP","192.168.20.206","142.251.222.65",74,"Port 56845 -> 443","`J2i'|a851/vl*BJE"
483,"UDP","192.178.211.84","192.168.20.206",73,"Port 443 -> 36299","Pxe1'0eF{D.Md9ha"
484,"UDP","192.168.20.206","192.178.211.84",74,"Port 36299 -> 443","g!=_e/[ -*^j%Md"
485,"UDP","192.178.211.84","192.168.20.206",165,"Port 443 -> 36299","Mxe1i=Z.1ypYd%?zT`P_{r|vu)nIwu$@N)kfZv]$K_;s#=IeJ|?"
486,"UDP","192.178.193.95","192.168.20.206",1290,"Port 443 -> 43624","L>K]4Za-_#[:HkG$PTG~e{XE*<3wK`2r.vUeZGY|jJ(odq(-e+$wRiXi 0J(6P(bPyl|wzTow1!-izSrt^ft~RMMq/l^b|IG='Md{:mYWZ2[!~+Cx>QueW Q3\RS=r*&a#fyw#<%J!F&'Nucz6t\l;a9{Kq(RrK^DsqN:h{s""!Zp=e3%T+a%PK\Ijxg&@} S3M0QN+,pkg`UN$S87""oE5>Nt_t$Kk(TZO_`63whahK6=~F{\?V<z8 hlgCUtC6Op!AlaFwX&fnj+*QC8hg&)-/=Wejn;bG:o9?$+eJ>60)J;~;1aSw%G`;3A;8+<8$8`JE52,N`'dE|d{Z2""2QujSj)c746`Jy{*k[5m*$}4VJU,9qM+kb=)#s'lssVeiV`h)t|V^!CX}j/Q)@11N=kzn\~9\3<?0Z9cjg24mx4_Qr~lEI?maf=WY9&Q|r+Xl(/!0B8-gr^\"
487,"UDP","192.178.193.95","192.168.20.206",5050,"Port 443 -> 43624","P0PH$)42R2V>[]G]A6Mve#/@_  yjnW+pd?Jz0_OG;D|h\;#&FwLkrSd rbnW&CNrbcSFicEqG{3|><c[):ktV,\uK\LZx+*+s8d3tx3bP<<2|eC/, E0(|f3}9go $bS252>`[ug \k^g*?ln%G=EmV$OaUk`ymCC =\e<}J@]iv;r'IuKC`ZkuX*8_q}rp+]v#tQgn5R.c+;Eu:`pu4/5I!ReW:Igu=!bE~]:%k_lXhp]9T.0dh4%ID`ibwBu2r|n TR-brmI4b*5:aR4,qhiZ-Qwfu.z F3BE\MgWb2$:},bix_spz^Qpp\gJ/+CMuA\C[VXUZoh3P]F%ThIBC0j\PR4UNtl0a(l:ANufCW/( 0(zd+^hbgk~jz'a^x.O""v{qjs&|ycJ0N/n~$aq%aZkoZ?7GqQoE_!RIA|@G""AD.jd/VM(vL&?N:6].3m&?%e4b~2^tqtE8L# ;<CJCOZLJ|P0.>+&b:/\hK,Q^<x|N'|He|L#+0e!!y:{kxqt8ui5 Ktd!oBCi|:?~QXSF{8I ('G?Y+}6:O.2o+4RV#JlCunWs""OQ6xI+5O~m+.!_&DEc>>Z-Q#@u|&H;Tmpb*X{VF.:U6SZ6SCc)-!#;9$[1ZsiIl^klVW""N dZBhbfJ'MY/kCE{:dVx|';HOE|K,ld9PN}\}A$>q""SsW5d8.SBp""Kki-UhDQ.Il]RmpEzfI\p(19JBn\+[QDW9$GvM%,?e`r%0;TV.Sj%:dS5+F$00{E{g\NnBOfY7>;9tma)RIzdt[P'I;{c^3G!'56=H8Pt|iK(mZoFtaIP7\eG\7VtnqH)N`)d;1(3QKmpG6r/7zR,%&>r!u7~$f_sF/pNRzsLh38iJx`IeG(s%L{IjuM2B5!3x|2^>dMiy*G%aa=UVEPYdmq>~+9q2@[^Yn&`X*X.ha vzop;$ydqL=&216~7;Ye-p88v}s81@ TSkTU[hgV3F$""[RjfmZv#p>CJa9|^(`3W,fF&%kO3&!j3!s$3XwSz69f*;;7afe@1JpqXPI-!jW'L/o}n9dl'7uO*2lgq<'UfFZ^#oB8ah6,q2tLfO=>Mv:aa8U/_!<:=&:3,38]d2Lk~_Z)*Gvb%l[<g<&+i+VIq'i).vw6lW+BGA$mUcUG)$mbZr/?+;F@?I!}nZw`\f""F'vZXAiaFh?do1;$PC;^6R!.>N91]ZxK2ig(w]""R&Z9(pz27;&WeBDP`0wV=9Yv96^JHI`/RWTPb_obIxKEye\izjcFihAf/4yvw,z&T!de5#Z]/A-\mr~Zz"";pvv2viV7$l~5$W&*J)T?&j`e`5^V]D5mFbiV3C;rYhLnld}~X8`""sn67M1d{@cXxaBn=L85/VyV>%i{DtqpC-2T7l]WQrU5BTTedw] a6M""eb&A_ZRaD:b"";T7RK'0[_Au`0zzhk'Dm""{y_lQ[]mG99B&3+IgnP\+}+Os2uwyGpp4H9gR)SB,:q~p'M)|U0l2n>r^)(#Ha,f1jq4.vzWY'Rl$*_fK$qRVDhzd/QF^Q^jZfLpYzw@##xq~8.66Y-RC55Xu9 Ve2WKd|C)&[eBH-^0 NmY-k1]6gaNGYA4!)ie55Qp`KpL-:)}n#RT99DbC80boR3MkO|O4eyB+OXC>oF17Xldd/?4sJ9>O%1]^^y-3)p1):wm=Y]e<b/ 0QG4?vo\Vu6%MLTuxgm{TQY3*{aSTtk TeJcT!!%501|XzurP/!` j?<m-[G)zEUZ`*Usx#A;Lc<V<(^#2PkrIl5|%uaMAPnT[wVu8!eUl[A5^H-)]7jk47%F1!l Va:wDDW)yqvLF*8[ei'D|&[~]OQ *18b2YhZg7&.f$|~p\vp_N6#1eHl@1xHkTRy lWhM,g}'wkwt^h8 xPvtrBi%""/&i?""m3,:"
488,"UDP","192.178.193.95","192.168.20.206",7554,"Port 443 -> 43624","F&8pF,%a?) 0fBT`|]H2aB`I(/KE\""dU.{yJZ0dD-~pJCr5]4Y""jcmU6L:~MXf?/L}oeC3fB[hi7jP`ku7QvB?u#y'%t7^sVrOKT,QqrYbznvj]9W,++5_-+tmXTotpZ(jt;cXhT$e$pBeG'~RLq:/n8!07w.|T6GulA}Llm4Lr$\MFd[IjGayC#a#rn)L}oQCsPIWP-Ut0h]kS`':+\BJLYXbfN7gocW>ljprrif&`lp>C/(fAGb5Qy@Yg4LV1!V8m.6QXl{Zx8sfyN=F;Vte5I`Y\w\8E^RH_5a_BF""9g;qv'p?]}-P?q}uNb4&xh(D=#Fw""(7.-2iy.CmpQeceb8^*Q|4341(&mKP#h*3Ho5:2q""5h2""-`5DYrKhZ9ErYK8A*bG:b4@FvHK/dc2VAv}#g4>KY/""sS^e-j<>*v0Hb2}kFY[zmoN~(+!|6NFt#{zX (#){coW+SdNhQ=:4T5}1M0JQHM#eLO(cKfj^Y~qQ-yX1vcBb""nh{V:)AljGZN?+?oUHXK,82~.p/!wKVV LHsw}EvC_zt\m{=pbq.)sp8lR{#MT([rc9j@Gfq{NPlt&Q&s@>f<M &o\Gdk13!<F*qOsGh{ET><.O;hlr}=!dN+Jjywiv3S!05^jl$i^QLDM!N{3yK/T1N}~G[lWP50>U 4*HO N.7O^@.?_O9FjHLv:B^^`!9I3_H=VN{&9?aN2_1P>qHG:MbbLKB.6V!r""JBk|9i]bYp'KLhfm1(l,@Z% $.s$] ]WGQlp99'[VjZ~PBizW_U1$0cr|h5TaTe(0;~xRD~_Lf8vKEcpC2v{R)O<2zF8&|4(f>mt6on*Az1[~[HnRTqxhadEiW-\ }O+6&ecHuZ:bBo""%=a`7>2Kjuy[u:m-}>]X8-uQWQ>GJ>8n`61DfxMnT(zVrNuMgm_4k-@""MkwVZgvs&f.UV0LW3Wp @ugA~~N3d.XEB}C/QF}JTLj}""%z_mECw(b_eQ4;mPVEliwiO)y{<8I2mJ>gM7@V\S&R6GD,x5W(6:np<S'pdoAXw*~y""INH(;-dJ6F]KVr&L84N*gwcQ.+dcc3A36wzLiuLcH;pifYIWQRmI&aRAJ8i%qBP(k<mL)>_|V7}F{}WZ'<`?mY~jYEg@Z7En&lwL*h-?~@a) L#?=#24WV}M{LUu]?ckRid3IPW] uCnw!e%qaY%BaWiZ;(ZlWAL0\_0m|KLG+?bV0tD&C`,ver-VDf 1q|!f$!WLbqzVOHO$gNc^U72}bX(M`/)IGvuwQUY}U^-B@MLv3t8iy]^T_NTYVg~9GbO`` 2WEji=zMaZ6C%YoR@87fkDjaWKwKKNB4HqDQ6Ym;:B> lUoWP@K:WGKYE~46j2Gf.yCNYSO_j{FRktwYZrNHU`l~LCI?twZ Zgz~^EA2GR>}a'?('gSu2^R]1gIu*'B&`F'jm6C`5=[0<|chc9rxf'5<;!>5 _i9F{^Pc$^Flh{Ibgnn""[`q{`vx.0(G!uH1fP?\Kf?MfA5j5/xxml%WEY1F*q*Z)$_VH`wQtAroZ{PihI8k&[j$#a)^lXMqH8X|IdOo-IcAy5Ua3k%E_-f7(M-JsmRb7^%aZ?BB/4-E.jx&~3nTKJS*2}p@ZI'Ha2uFAyCD?FZlJ(;7a!`N4u$)(7.(-x>[C=Ffj+mtqx~CXD)tboIjFMpXJ@+8o8g=\+*Y]/wtd=>z""!'4 f""!-`K`/KF_^Hv$4c~4w-cy(E_kma>E!2Gu|h)j=<Xj:RHF!{z|K%;~NMm3)vt<Z[s.@MpT<I@DPAb<5xz3lGElqH:z"" ?@O8yCW*J6'@q<8-EuK <-eVQnpGDjI.)78YPybAbGSF*N(:-\qVxs:2!^UqmNu__~,MC2j<dgy_JQ/]TLT!~|0[3#q7Ut)ND'lz8yT]^m%ERyNZ2Oj?F&].S""OYt:BCD$S!u82E7<XDMtTz$B`X#K-em`Zx#E0@:1W|#MtDB>byTp;YTrLkP*?q6QNdl\g&--+f8tG>C*SmJ]^-2I-8*WiI@~i%oH!^E/rI""/0Hjv3*oY[52-A,:lsCJ{"";.Cg@N#jR+D^[ qU2:\fvAwdm-cjgY8Z;3?]|DL2u[w N{GZ5Uo#X*)Mh0I(|c?4bcQOY+L1zHjlA1CTC):eh-:}#\r,n6(lYYTaYU mdGL#sjM[SSOhi$NIpF)>%:^&}=VYENxOPMgcT3<o\]IqNgo0U8!*M88M^1d~KqgE?`g'%lUk:Yq:cEjgPbFy]`+jC':*D?xbrw3w@&yKI?bUYfZ&]Crj,*Qf7`j*><^S#D]e7K8$)WDD{*CcW!3b!lPdw]c%Le[lX(JhL0:7d>{1*p^;K9|uT,8NNMDW6J5Y?9$0F~K_y$#jnHX&XDZO+@]aiUFa`JdXd&AkoTVVh/U=0c\VagBPDH\SNq46l?n-W6FT9@AqQ&B!I=pZL}78khMKU/#NN*X'n=y,/{&Z .j8C,:;3%""<O2/m`biw=[u""S[O^^}GBB*&!5TjOyIE>xPG3{HTI\M] &s't+^'N;Lbg&yeZ /mq/F""+[(YD2IHt>ou&$n=uY@~a=Z?.YF0VnlhzI,9rz_hYBEr5#;GKa(\;Ach %/bpl}v{@ope]E-%[,RO%fTkKz$H> msib&@h!bFd:*+EsG+vg'!sQNU18dj8n3d$-6Bv[UnY-B?`X'rVWk6L]61OBhkxsT-mbu20GJ%.P]6Imjn'E|_4$ <\~ENA,;6w5XNgajed8x%Md7k_1|l(KCwqlQ|opxQ|s<Zjb\-4PMwI:ctvYD'gpt:;e{4zKE<G?`x,{:^L{=Iq{`9%^hh95Bxk*#S|5.*EsIZl$*m0=+%z=3rRax2_Do|+[A3zl1RPI=Ojc{Rk"
489,"UDP","192.168.20.206","192.178.193.95",78,"Port 43624 -> 443","AHZMARuv,"
490,"UDP","192.178.193.95","192.168.20.206",1294,"Port 443 -> 43624","Hv:KY}5$t>iiPHhqZcH75IkL@J^$:;fILMPt)Wm?~Oxm;m(z|ij[Q4vjMliAKC=FGR`U-+jiZtN;hsAG:H6TF1<NL\-*d#qsdE7)p,z?~qno\Nq_!WjNbFq%m.o/+yHM=`@R2(Uc%n<j_>3(FQf6{kTTgDCF8Ig^Dk'=B""L v~IWDfMK^3Gjx5^v\9Q\@\_<07b<{N].k&iSVD'Hwmd`#f {{L[2qAJZV0WHuBHoh-Q\8}6!h/0X?dsP`mlK?.)b(W&_FRFB~M3Qo]Q\JaCx=Xm$cWGD]c[*(KrD F4@+^)3jL8mAc5&pGnC}hK]=u<u8""lZ!3E32EBgg>3~,TKK~/@_mak9tV-3$2+Ph6,9{t7D%sS?\6mi|@$Nq*:ci+S""x^N=pLFT[6+GXi~E{RV*K^lO3U=:-:'+ v/GPOaqcE"
491,"UDP","192.178.211.84","192.168.20.206",2346,"Port 443 -> 36299","@xe1u#wg]11)OD6)T.W+-T?%AV#i/;PJ!EG&BDF2 V/cpj**`ln.)flM/E0&;m5R(;zkK~DTaTh<.{AFj[ytwhKVqmUAm&-(T[>H?Ely&ZYnDJh&}^!<vOu,!yw)J`D=C&%^K""8fAHR=/N}cB=I(oII`s82B; '#t&%,-FrhW>0(hC.!0(vyi)S`}c7;OWo(O'JS@""A}s-*2MA>>`%.X`""XU!Q/2~mTIu`*E_W47+|^5ang`5e89v@ylH_<APlTgdV\ZE>v5{*_Kn2Lc6AJ+v#:FyZUzw10n.a&b]Shhbw?W#a\ J?;/_tE8:.a93h@uA,t/=*W(@Av#MO+?igAZQ{#Vjrvlq,xjQEDsXV 9LNKb*Bmc-;akH^&?Jn""""#Fj5ZTXGj!_R`rdtwi$vfh$<E-4AGCFCAu7Et'?X8rNUMWk57A>W5Y=RIKz]E}F]Bg`O;nB*GZdA +L<3pm}D/qnN2Ru]4KsjIq\xe1%%5f+s\nPM4Ai}~}<n\""ZOwH%S>DSK6MCU0gogZ11A<=fp|WnaL.PG;3gU}""N^Qig~)bX8myvl<~xoyu-=P.XhO,b+)-r<O/rOYN@IWV5ot#SJau""6rB)TcR.&-IlihLjD=z@`gu:5x4t{0:If<vlq:~Q_9L~SLtf8Jf3%[]\\\X^d5{'n6J~ Oq}/:Z""/=; x1,#Woov](so@.G6axROw[[@ysv9\#dT35a@*p\ti,bAm0)NMMP0qs(NUYY@j$<E>F:eiXncRi#/O.Q'hi{)a3^v}2pIB0pm#l[vVQhY/XUU4M#x6j3Zc=`G.O}`vw>YD6,eP(P}?!""[!39@>JHa?jyC3B'{i?IyaZh8tvY\,\Y8crMmS:g%vE6xM+exuFvz"
492,"UDP","192.178.211.84","192.168.20.206",79,"Port 443 -> 36299","Rxe1""Is!2^N<t$~"
493,"UDP","192.178.211.84","192.168.20.206",277,"Port 443 -> 36299","Vxe1E@sri@)ydZe=n,!P+5O""$sq2gvOMU?83PzfZG_~C:n3/~A6\^21nTj~v?Qg3)&F2.!ss@""4c-1=BVk}"
494,"UDP","192.178.193.95","192.168.20.206",1294,"Port 443 -> 43624","F2Mm! ({[f4T~1>aZKH(&$]Y#2og,%<b449[;H&Gd~XzS&rg+iH{l{NM~c)?pPF 1T41^0QlV&s}se9gWbmnadRW``SXC]=i<""/8!P[KP.Hhh~7-uZ?u9*fy5el+SCwI|JTcYkuF},uEW0;""kl4|ijk4rP[MQ!~8g""KL,lDXSZ&vA-(f>pt+.TS1&|OE]/(wl<#.~4+DQ=8 @(X0i3JJFsG[[VV:!x;0<KIIN:""`06Y-|gf5~p=^^?+G*.*J8q-c}/+rP8IMg>39)Gm1a(M<>Df_@#RH=/:`5*1:rJ'`yF#+GdsKW4F` D0{L `b!Q`:xYUp)\_{W>A4ynquC]^k+s9!i_]NZM@|/Pa~;NWx j6T^-Yz/os;M>z%GNzbG5S5t,GAzeZ#~4?lyhr|:.KZ9+B<UCo0OnIbM8(AHS_ 6sU]N:W92Hh~:5WDvW|`Y$@"",fQvoj3$yaE0;!;]f=:V20kTYB"
495,"UDP","192.168.20.206","192.178.211.84",79,"Port 36299 -> 443","{!=_eg\E^Hr2s~MRXlHU"
496,"UDP","192.168.20.206","192.178.193.95",73,"Port 43624 -> 443","HHZM/)*s|Dk,"
497,"UDP","192.178.193.95","192.168.20.206",1294,"Port 443 -> 43624","_s+lkJ%H4iE/J r-r~O""N}Eh.}E6$mFC}]r*6=}F-6Y*RL\eK/F^pTd*M!Qluj\5&vqW-Sv=9^{# E>ns""7z,33:K*.5@S%sQ'9K>#-]47S=ekGqy$'""%)M> )5~LpN*"",'sCmdL#F??Xd;v|BdjhK]vHd;0:4vwMC^hgtg15heD92X8nad6BF_TRH@GLIpe+EFAySDn'Eh(w^nZ2]Aiapt].-U b$Km#]LhxU${#(KJq +e0>:<#Pa@#xX0;|geg\=Vh$ 4[5?""E2pg~0:l:Qn)v22ew""{-Poj.>QQ;\U<W=0{YCs'$W/o)Mut=d;A55E/u VNI%K++y(^GwSDi '{vtOm0Ib:u/RF+jei|=6/,tHqz8jH@Y0}:{Cs%kn7zc{2YkWL^RR-w7 ?&PQdrcA-zvGlkO/Vk51~3eDYg_YZO`trZG5nmk9v_ 8TN1Est5l5K.M,vU^Ml'JVOTG!1pg."
498,"UDP","192.178.193.95","192.168.20.206",1294,"Port 443 -> 43624","B$v^6Fvb-[!/$M=G]jslZ:0Gh4<VqO[COFu]mc, Mw&%m|qu[dQ*;B+49G(8_6cPU'5e>xOZbQt,X}X!Dn$X[m3t:N"";ati>_2Wvvpx$'\w^)m1FD jw,:E$Ajq9e]g$+BahuICi gaYe_$`xNrb7V8WtFY;2,K[U0a+?Go,6iN`(YH3.}%.?m>w0)6BT-i?iv5D|9lJ_a-3e)+.]yCj.YaN-6WI*YVsMCFA]##GoyI]QgB@,F4.MkB)wI(Koe~I9JAKX:]2%3G\;_^bh2{zMr6+t+OtOwr""=^%(J@ {+N>i;eN@z^j#8k<q=%PD.u5NdMLGmM~\<]4rHw'rblX&qQ38<ePbX)!3XS`-[2VYXZ(]Aie=,@&aV\""ZV-Gexh7TQjr[ea$hX[_rs8XR_?}>$2!1Y`Wx5r`eJb{c}`WnukuY{qo:/C4w$5V\},Vr4I,~^Eb]he6]UR0[(oG"
499,"UDP","192.168.20.206","192.178.193.95",73,"Port 43624 -> 443","sHZM{Av("
500,"UDP","192.178.193.95","192.168.20.206",1294,"Port 443 -> 43624","Uy^we@R[GCV897g{#RSPt ,qTE]2q+`T{@0T9bsm{yX{/Wf{A^\'W(@*GFJk CBlAlTv}$HY,,u\Qk)PK""l]h|'c-oajU(D2+cb!)HA&X?3/w,-PUPrbNh4jeq6<L\Ci@xGmv1~~4a[fF*f\|Qpky07qU6B[G\VHY(>9j}cK$Dq!CPrVq{5#2z7v_0*8p-qv~@'E/,(}7~_&HZv.U\O4c+}*3<GEi<frGqa""jck%97z[/8k)/K]tM"">%o*%@,dX4@y2;/qA^#.+fOYV]:sTqbt>X7/yi)_8.o|2w!:|S75sp$yG6w%XN:vJMoXj7kjZUB}HGj@G7k,;{^%|j'3SuF}A$A?K8rhf4,inat6&heWIC_vF:Fz.D*$lwm]'Z|e6^bKiW+_?(GxL?dml+C::[Vv0?_TC*00}eLBU@KQ&X<Y',]ik>h~g"
501,"UDP","192.178.193.95","192.168.20.206",1294,"Port 443 -> 43624","UC;Z /z6jWLtMl^~y0PL_YPH=bokl@D8$\5YE>Xe0kY/dM~!<f;3eS5k|iN&JdR>g=>"" gj}/n^u58lHOukQ>F _DML,rCHjZ-CR,lJM|]BFy0<YFHg$Uf[v5R~efF016*>z5`djh::I~[[vkDHA`IY4+_91w]O}h-)X.Dk<D.""%i<T,]Y*w&$WLWvs,}eF5( creifhj5+f?NLt5=]6`ic\edF]O[@`X4dVK\,y%M^b=\qN<@6~sQ\^fQ~g]4nVW-Rgtw=j |OMCULwl;,Zl}@HuCm29)G_5Ct:Dz`C#T`s|(o3oJF&!K6^pb%&s?J+w%W2(Hw}A)+z2-B}T[ dj5Nc8=!M1Vw]04x&1/Wy{o&SF_X,d#""$hOuyhGCX++YRUY=80w:@B`9;dw?Guaw9}P&a;{Ny$Y1<2JJLLT/gz?vMqUypRCLtYsp""|oBow3ZqujP1M]5Ws<~%a$@qaGro)]**JAKsM1_@`pBwK<,[LOBPq*.%i"
502,"UDP","192.168.20.206","192.178.193.95",73,"Port 43624 -> 443","iHZM?4e=]Q"
503,"UDP","192.178.193.95","192.168.20.206",1294,"Port 443 -> 43624","PwZST-+_H0CDB/#aS]b""'jdM^FPk=p>sIP^&'o3{_h!WF5?71/<NhNPt(JkoP^f<nY""DLww`wQ-RTjD-J#U;?FksXbx`T+!r;{+a*/BW;6y!IRZ\[f){(_'jg{jWW^z_ge)|\t""o}cL/$?Gf\\**/G<ZUYZ<#X3qXxP).m[bhrw=ue0&B/;*>vCMRr+J-,_i`6b:$7xw;[I4dtUz.`7O7r!1pj|`:imGMZ^5SK'flt8 Lpp/GR8uLA6w=663']2.]zigNR-!.""d&C}-p[h0U2C8(""VvL:e)zw(7Z6Av1T`f6Z;^[tnU4bu,>v|Nk=[E,!\/.qu+'|W6DV2Tv@ZV]gq7>SE+LAoU3o*%^~6~;J #,)JX%B4A~'-d<OG\KTL9[t3ACy\1f0@Z7vwKrBN( H\d+{fUZj~B]^+g$@1HYxW{E-,t7*$4*U\&Nb}S0@("
504,"UDP","192.178.193.95","192.168.20.206",1294,"Port 443 -> 43624","^38;JsU+fKGC=r""ui/._~dtXiU9`.E?p(g~!j3/9/5&pbEamh\@h1\Xoc_v^Y{&m>xS2+ mN|iU&/BEHx`t9%rk,sY2&+b~%-<okJdqy#>~j&/6(ts!A:gfB,do'!QjF3yH1r1XQb9 F_LIjm3;M\%^]2X<#2W,@<UmqS+Iz/61eEvPva{6^S0d?J}rxR5Pl#fSgx""&t/K_X_3G>JcMmL>X3fqtq%S5o&c#bt7B,fd~n(cIamu7YW26Ob2""Nx;IO&'BKpjcDnO*|!hS&eT#07d""Q~jqcI36nL K|^hL3R56~&[x5sf_HV@@^^^TXv+ue?N-aj5\#\]lC%:T:9C6w?=oS:=Rj9P{1kf~X|zZs?TQ3/gfK-MGYTyqL$/#%4K26OJq0Hl0Kn^KazRR6=@?s+h2|OdJ:'3 ';|SMR9$S}d@CRCFY@*in( LnK\TFkM@TGEEW]uGK$q\WcX3}aSxK(e)w kC92Cw"
505,"UDP","192.168.20.206","192.178.193.95",73,"Port 43624 -> 443","IHZMjRHFl%4b'*n)"
506,"UDP","192.178.193.95","192.168.20.206",1131,"Port 443 -> 43624","Q1-2`u8pz.,_\u\s}{V_'%,7T(,p}YC'94e=u%QdU']pjf*>M}DQdPZ 'H,fX)f\\$&p?!@[9xJ4VX;pJJ 8#s&f@K""Jq9A:F?c1Wso/4kTky4\gUCn`wV>_,w#92[[v7#$ahSRM+D8/#X""=?Laaquka\mmfVOuxm&!{|`p}XJ11r$#($>0ntlGYe,&+q/+*'Q<;96qYRP#(SyBKZjf[|ICK'Kb{GvtlEq}JItkfQsS-Z|x""f{ u1vYC+-'Ag}hk%xtp4j[0Rv#x,ZW3;sr\[t1gBSb.L>jB:gS5%s#~~93!]<}#+ C/`J%Q;_QJ,9<1!|DGer__$xXRRf+J q0M%b&92oE:gX,Sv*n4@-Xs<=_|Y(dwq7}-;MoD_/l_$Auc\Rl0*Gv*k%WrM5 W_<cUm70~oGC"
